0.1	10079.5
0.2	13810.5
0.45	19465.9
0.5	20310.8
0.55	21147.8
0.6	21843.6
0.65	22575.6
0.7	23266.7
0.75	23850.4
0.8	24452.4
0.85	25083.3
0.9	25605
0.95	26141.9
1	26677.6
2	34724.6
3	40482.8
4	45301.3
5	49453.5
6	53300.1
7	56868.7
8	60228.4
9	63367.6
10	66442.7
11	69295.7
12	72221.2
13	75001.6
14	77646.3
15	80360.9
16	82879.4
17	85510.3
18	88025.8
19	90520.3
20	92982.6
22.5	98940.4
25	104898
27.5	110686
30	116383
32.5	122014
35	127578
37.5	133099
40	138479
42.5	143921
45	149336
47.5	154827
50	160175
60	181537
70	202722
80	223929
90	245136
100	266397
120	308945
140	352419
160	396169
180	440712
200	485618
250	600961
300	720412
350	843574
400	970253
450	1.10116e+06
500	1.23598e+06
550	1.37432e+06
600	1.51617e+06
650	1.66103e+06
700	1.80958e+06
750	1.9641e+06
800	2.12031e+06
850	2.2812e+06
