0.1	10276.8
0.2	14081.9
0.45	19785.9
0.5	20643.1
0.55	21469.5
0.6	22246.6
0.65	22927.4
0.7	23638
0.75	24276.6
0.8	24885
0.85	25431.4
0.9	25998.3
0.95	26543.2
1	27125.1
2	35289.4
3	41140.5
4	46105.1
5	50332.4
6	54293.6
7	57946.2
8	61388.5
9	64621.9
10	67792
11	70806.6
12	73670.6
13	76539.5
14	79335.3
15	82078.9
16	84785.4
17	87440.8
18	90114.7
19	92680.8
20	95212.5
22.5	101463
25	107627
27.5	113654
30	119587
32.5	125420
35	131174
37.5	137032
40	142753
42.5	148452
45	154125
47.5	159759
50	165402
60	187795
70	210100
80	232426
90	254792
100	277285
120	322482
140	368503
160	414902
180	462443
200	510455
250	633832
300	761900
350	894187
400	1.03143e+06
450	1.17264e+06
500	1.31861e+06
550	1.46894e+06
600	1.62374e+06
650	1.78161e+06
700	1.94397e+06
750	2.11125e+06
800	2.28325e+06
850	2.46056e+06
