0.1	1678.06
0.2	2299.21
0.45	3240.74
0.5	3381.4
0.55	3520.75
0.6	3636.58
0.65	3758.45
0.7	3873.5
0.75	3970.69
0.8	4070.9
0.85	4175.94
0.9	4262.8
0.95	4352.18
1	4441.37
2	5781.05
3	6739.7
4	7541.89
5	8233.17
6	8873.56
7	9467.67
8	10027
9	10549.6
10	11061.6
11	11536.6
12	12023.6
13	12486.5
14	12926.8
15	13378.7
16	13798
17	14236
18	14654.8
19	15070.1
20	15480
22.5	16471.9
25	17463.7
27.5	18427.4
30	19375.9
32.5	20313.2
35	21239.6
37.5	22158.7
40	23054.5
42.5	23960.3
45	24862
47.5	25776.1
50	26666.4
60	30222.8
70	33749.7
80	37280.4
90	40810.9
100	44350.5
120	51434.1
140	58671.8
160	65955.5
180	73371.1
200	80847.1
250	100050
300	119936
350	140441
400	161531
450	183324
500	205770
550	228801
600	252417
650	276533
700	301264
750	326988
800	352995
850	379781
