0.1	4588.55
0.2	6285.2
0.45	8784.98
0.5	9154.2
0.55	9496.54
0.6	9842.21
0.65	10144.6
0.7	10445.3
0.75	10729.2
0.8	10976.5
0.85	11253
0.9	11480.7
0.95	11744.8
1	11966.7
2	15535.5
3	18167.9
4	20315.4
5	22240.4
6	23972.9
7	25630.4
8	27186.8
9	28658.4
10	30046.5
11	31418.2
12	32753
13	34092.2
14	35358.2
15	36615
16	37846.2
17	39026.5
18	40246.2
19	41429.6
20	42593.2
22.5	45463
25	48269.7
27.5	51040.4
30	53781.4
32.5	56483.5
35	59154.2
37.5	61821.3
40	64461.5
42.5	67088.1
45	69703
47.5	72308
50	74898.8
60	85255.2
70	95564.3
80	105866
90	116189
100	126561
120	147445
140	168474
160	189888
180	211597
200	233464
250	289812
300	347884
350	407812
400	469655
450	533404
500	598799
550	666215
600	735597
650	805892
700	879003
750	953777
800	1.03068e+06
850	1.10899e+06
