E_recoil_after_strip_MeV,theta_recoil_mrad,phi_recoil_rad
236.21991994406233,20.054341381329785,114.03300229551103
237.7062868568192,20.054341381329785,287.05156463978426
230.6574257601184,14.748572494890213,140.79943821668724
243.851524200675,14.748572494890213,119.81301403189843
231.5850363158794,16.415800006878662,67.22430681733681
242.80351011730093,16.415800006878662,242.19217584526368
230.93408196067332,15.010038793619769,89.36845726664556
243.80545864419096,15.010038793619769,341.59721465999456
235.16976778334637,19.6705356399278,34.52325681388035
239.16659626011187,19.6705356399278,159.0622798204126
235.43039313241025,19.73097536999514,251.08325995752796
239.10053746653895,19.73097536999514,117.53023106524037
234.99918859312456,19.575196292912043,79.24858399637503
239.400703494022,19.575196292912043,29.374045035194925
232.59513321312662,17.981934817825977,122.4360665836939
241.34723790024674,17.981934817825977,167.46953533273833
227.89255734546472,6.300375102153785,293.6795052329305
246.42178155012684,6.300375102153785,69.58598014421803
236.3003205220397,20.075043266363036,32.99931055617694
237.5370681692347,20.075043266363036,215.48448491936875
236.16847623212996,19.971015512810773,216.58364700973672
238.32471886447155,19.971015512810773,335.5158100089541
235.86835744176366,19.91219895045612,309.7984742615852
238.51040514773837,19.91219895045612,334.56160856711386
236.1784140078008,20.012230784799446,337.56226515639247
238.0360314967773,20.012230784799446,178.19565842837673
234.4636472566575,19.421624351511674,162.64033469091385
239.52863022330183,19.421624351511674,239.4140124238309
234.32669500243415,19.324746885641936,325.2434424509661
239.7205759502359,19.324746885641936,92.54670309955235
229.80510475867968,13.281684663608011,93.18722351145385
244.44197250941752,13.281684663608011,127.96073277994297
236.04796687883803,20.048721840946587,226.29763587588434
237.67851285129979,20.048721840946587,101.65777467304258
228.2254099132402,8.65660226779873,222.058431812297
245.87668631343905,8.65660226779873,63.477475301233234
229.57612911075867,12.756128305213766,158.71925191540248
244.652465720492,12.756128305213766,54.072842782572295
231.2445490465276,16.202702138635136,170.759921520076
242.80922264652023,16.202702138635136,171.4927878292291
235.65265899303574,19.925468257516062,107.1234965332973
238.30364750960942,19.925468257516062,100.46416313295599
230.89007736223328,15.58541943916182,173.79417340775368
243.22111123552872,15.58541943916182,76.31245308654381
234.4347558510626,19.337813364663557,88.65407729906552
239.7600597730706,19.337813364663557,301.8537548881001
232.52153377443858,17.892343596361357,310.3762649433251
241.4421549360687,17.892343596361357,64.18780014426748
232.86533606240695,17.941932750543476,220.00334537900346
241.60892701451624,17.941932750543476,75.29581257429864
233.8711439575348,18.858708086680394,89.7338050325685
240.57876628206944,18.858708086680394,30.805823515160874
234.30968219254143,19.22100169576291,193.3085991716408
239.99948645265383,19.22100169576291,228.42961603749924
229.3633943946264,12.377525379303984,89.33921634832288
244.75778314680042,12.377525379303984,246.53627447018368
228.7897009980641,10.80163854427015,315.02649627220546
245.2831611740774,10.80163854427015,154.32997735439707
233.30373116954485,18.442729635575486,112.71798150664314
241.03421169440065,18.442729635575486,64.42662790543234
236.33410504087428,20.088988301542535,75.61546504144309
237.3950172312776,20.088988301542535,313.20024435779476
230.1994108168716,13.410849996947455,159.04524354879683
244.6119871135549,13.410849996947455,136.3498181313312
231.33341144130227,16.292390901063484,347.79747932439903
242.76963331735112,16.292390901063484,20.952937895703833
234.38369091488232,19.334483849236605,60.706384030254966
239.7331706205548,19.334483849236605,86.45186102460762
230.18011006800555,13.609250293134233,73.35633461602045
244.45324745115855,13.609250293134233,198.7383437141838
234.3077090539229,19.301819727189436,182.62141970124847
239.77287068398024,19.301819727189436,120.0376068106629
229.65367691952687,12.984104924342786,101.45890846987453
244.54975991699564,12.984104924342786,30.737265163663594
229.2366124147651,11.531722384617334,318.00344202523956
245.1800874946548,11.531722384617334,341.0019957636077
235.08822942103458,19.77812733538338,330.39080802092036
238.66887684444458,19.77812733538338,43.748830614747455
231.8160219458871,16.63902736838578,322.74746713789017
242.69955689462122,16.63902736838578,60.454727977376265
233.83716736426007,19.00033476878944,136.13638522168893
240.22271831578502,19.00033476878944,124.86562476270876
235.51018051176055,19.83552715439269,3.2378498536789335
238.68421471415422,19.83552715439269,152.16415361365804
232.48037412811598,17.427877575654254,31.465855026890384
242.1256083335046,17.427877575654254,174.27053428489327
232.04826146441846,17.146427037011865,281.7257365151515
242.21134585586822,17.146427037011865,347.2414470498207
233.0904813832714,18.196301792888946,98.54521952957866
241.33587010195407,18.196301792888946,241.24078816914894
231.93560007044735,17.091137581210297,276.5260209797674
242.20578509476832,17.091137581210297,243.27770985089504
230.57648541947225,14.25398415345412,312.01552425406356
244.2165250636896,14.25398415345412,16.598885272540578
233.06743219965537,18.382323497352345,310.46079516806884
240.97797188049296,18.382323497352345,216.30522025467553
228.63425517676797,9.725619922794529,20.016927644020353
245.69643237258978,9.725619922794529,274.6341611935553
231.06750138244516,16.104625046799395,33.42367412608897
242.79492641551784,16.104625046799395,357.66149753003043
229.52582875694213,11.91751740212281,312.57751065344917
245.14585233442224,11.91751740212281,171.7769705712222
228.54129793905634,9.737727565213751,192.2318356122596
245.63181454207606,9.737727565213751,153.2994756575589
228.46022898093946,9.431037915018276,59.715925632257246
245.713392489837,9.431037915018276,92.93406059729583
235.8601496294358,19.87353678709917,355.25049906514374
238.7161314332893,19.87353678709917,253.31990934978563
231.9725251394312,16.87673005704585,263.6992106071805
242.5131660086275,16.87673005704585,186.2623866652399
230.89613836866366,15.671342307938357,315.95263449392496
243.13775339111535,15.671342307938357,316.94052806985206
235.3901311177481,19.752774379184697,336.0343705765511
238.98107525351847,19.752774379184697,352.7993377437925
230.56172278216565,14.741582358919606,272.725022505058
243.79241209626304,14.741582358919606,221.98266843805837
232.68382315224022,18.097912164815185,113.755852844507
241.21401671260577,18.097912164815185,24.38420311076312
232.91006581166903,17.913756561082437,7.945343594970886
241.6875351209482,17.913756561082437,193.42321322558593
227.70649067687953,5.330060947588399,52.91816737127639
246.53921302747122,5.330060947588399,59.70401282334591
233.1564320280423,18.174000944898484,178.00924520846098
241.4231643667987,18.174000944898484,122.7241783202902
235.0957470552225,19.55379142232589,196.55096247057557
239.54312031843153,19.55379142232589,109.19920521793595
227.75161693342767,4.820130657405987,250.51207609918166
246.67218788887982,4.820130657405987,43.28876470994562
229.10059939844743,10.602516931193684,318.15633846561025
245.5838756223958,10.602516931193684,171.04721211973356
232.67655286735192,17.914737732147675,51.521318376791164
241.51741392249903,17.914737732147675,152.18721302752314
230.49486047877585,14.322227484036107,149.03398491692522
244.10518776918627,14.322227484036107,223.17514871041843
228.79292341957725,10.8797037976438,79.10113455256554
245.24499531448657,10.8797037976438,73.37833715249754
235.76170845978183,19.834782242541362,16.03795748367865
238.85024849770065,19.834782242541362,77.5146587758647
235.96665232739565,20.03095005784735,230.23269060887677
237.78425032292643,20.03095005784735,235.14135184741
234.15337989848084,19.21196304198499,13.087628903917388
239.91126989378228,19.21196304198499,156.6037599423717
233.13791849762728,18.502996448904494,153.62072478545605
240.79620477455074,18.502996448904494,134.21169094315565
227.80081215000234,5.8498705072913735,302.9907401958925
246.47821061201995,5.8498705072913735,249.34141784002733
235.37333118252207,19.79549578959405,143.88671271679928
238.7816217599546,19.79549578959405,39.254359173492915
228.60256060658804,9.020326953033027,181.49470165101445
245.97299155820613,9.020326953033027,325.9371837333774
233.27389357338816,18.242588094268932,291.4543047819695
241.38579523829836,18.242588094268932,312.01065441510707
232.31466573635873,17.468976109884252,134.56159417129933
241.94716248990682,17.468976109884252,172.43646975459092
233.428258548405,18.59348918841529,294.37084602269505
240.8259905379612,18.59348918841529,54.362290053026136
228.97157098187026,10.452634444742698,326.15632186743545
245.57465862940595,10.452634444742698,80.08704661404083
234.67690124803613,19.53186745364947,303.19725606314387
239.32386104502368,19.53186745364947,234.6724417295901
233.18631984707042,18.15784131034199,231.15014472649827
241.47326699999002,18.15784131034199,341.75984132061944
236.96593658330227,20.089012178306692,242.88047457610892
237.49762762035067,20.089012178306692,68.39558949630596
229.57658073719173,12.88342816979634,310.69069628907124
244.56729373560484,12.88342816979634,120.21261561101505
233.5260748797001,18.608219770300618,156.73525879138714
240.86701003372033,18.608219770300618,165.36555346435995
235.11212628758574,19.79072597445726,296.0360801435358
238.6293741434983,19.79072597445726,112.12180711671115
230.2407817492738,14.26859698507303,25.776684447935846
243.9774119458512,14.26859698507303,224.8657475402099
232.58604563244995,17.614888683131348,183.97485442232798
241.92470406038413,17.614888683131348,171.97555790954274
228.2037732176071,6.501427772550117,34.82028240892438
246.56121938401577,6.501427772550117,194.73060164040817
236.3259552221407,20.017279566805904,131.87077507459801
238.0703827394835,20.017279566805904,315.4069714768295
236.81927271831879,20.100161285508328,41.722701969941205
237.31143332873083,20.100161285508328,351.6805130006091
230.69197017146033,15.041255075674094,271.00408629435395
243.61079067664383,15.041255075674094,28.171154090045626
229.49159575539218,11.764697459315208,54.720116596021164
245.21301872261472,11.764697459315208,44.98426261499616
235.1765911583744,19.760352506706532,152.89466095416728
238.8051585968571,19.760352506706532,174.70284418365637
233.397519273581,18.613110994073356,12.434229602664285
240.76354144050836,18.613110994073356,214.93125374096084
236.67998130564766,20.070642717755863,352.35139672384236
237.7080617157559,20.070642717755863,199.49758132527887
228.21927867578918,6.022600879553686,342.70779917116516
246.69458868617508,6.022600879553686,76.46232530259546
235.9593674167037,20.025449006765605,61.07828299884749
237.82321586459688,20.025449006765605,267.99603187645647
232.04243375559628,17.285870135028457,40.40578829160582
242.0146734586354,17.285870135028457,339.6195197292928
230.7354961577202,14.893139709213301,344.94470241169114
243.7758723414789,14.893139709213301,118.62351891197123
235.9229247626056,20.00241857819026,49.243956647022294
237.97376610049886,20.00241857819026,339.615970686129
233.97728085729918,17.888192933424286,288.8467741504049
239.9552938570038,17.888192933424286,76.20591232679203
232.9616194956339,16.608503507223034,20.402847824854526
241.6411632145508,16.608503507223034,137.31026760533632
230.68955019995272,13.421895263184842,351.4471619287091
243.59266495529766,13.421895263184842,323.1818393306862
235.9394406530637,18.77013266984935,152.88581998025762
238.15957648089343,18.77013266984935,257.45234892513116
232.54325624236532,16.249097615214044,321.89490288700745
241.87111447318517,16.249097615214044,247.3897584303982
235.01529790346774,18.399451154700277,324.24633000515144
239.21465426337394,18.399451154700277,119.15722720213931
232.44841678710029,16.311584800431675,126.51569353984488
241.719248321958,16.311584800431675,176.22428409411242
232.6559096776756,16.75946078704113,163.0464319500329
241.19848220399132,16.75946078704113,113.98232482050045
231.53977692611608,15.131114308825449,89.07369882372257
242.5524598543277,15.131114308825449,287.11589079384396
228.68548516366516,6.993673772935105,353.06778849163703
245.70977449348993,6.993673772935105,148.59066653920257
235.77749500617622,18.668846999905487,109.93416468427827
238.6065229067047,18.668846999905487,297.53852407202396
235.7816846824307,18.75623517008777,99.06734296820596
238.16384833903516,18.75623517008777,105.30660582024545
229.61313064697507,11.124040998500872,270.2143878233446
244.47944985079405,11.124040998500872,155.34567001973272
235.21703181905815,18.58524182401013,193.0369221447672
238.65641802345607,18.58524182401013,175.7959997780483
234.3499245719732,18.018873704232806,256.4998602061286
239.88446552629833,18.018873704232806,23.951390212338836
