E_recoil_after_strip_MeV,theta_recoil_mrad,phi_recoil_rad
236.88159440974275,20.112082025606494,114.03300229551103
237.04235365649498,20.112082025606494,287.05156463978426
232.24013562607183,17.260927824944254,140.79943821668724
242.190728877773,17.260927824944254,119.81301403189843
231.67782777467878,16.5529207783445,67.22430681733681
242.70632679998317,16.5529207783445,242.19217584526368
228.66277256440588,8.460266843860543,89.36845726664556
246.22576683652136,8.460266843860543,341.59721465999456
231.4929089833958,16.219962457301143,34.52325681388035
242.9637043587609,16.219962457301143,159.0622798204126
232.8122978437,17.80744347790833,251.08325995752796
241.78863376299185,17.80744347790833,117.53023106524037
228.07919937896398,5.809172586028268,79.24858399637503
246.65987064830378,5.809172586028268,29.374045035194925
232.07971280097507,17.397368244715725,122.4360665836939
241.8828114486966,17.397368244715725,167.46953533273833
233.56678014900953,18.82148596170651,293.6795052329305
240.44123547183256,18.82148596170651,69.58598014421803
229.09064851722198,11.669035668218728,32.99931055617694
245.00682836869782,11.669035668218728,215.48448491936875
234.98221867698078,19.535135232185567,216.58364700973672
239.52767363536623,19.535135232185567,335.5158100089541
231.17708881504524,15.655633498246242,309.7984742615852
243.34861852916072,15.655633498246242,334.56160856711386
229.96595489236861,13.401200337232689,337.56226515639247
244.46316746879552,13.401200337232689,178.19565842837673
228.68003843073762,10.044985287522444,162.64033469091385
245.58128130465636,10.044985287522444,239.4140124238309
236.41115081734844,20.072071513878196,325.2434424509661
237.60746630363576,20.072071513878196,92.54670309955235
234.94621800745557,19.648473849876915,93.18722351145385
239.09680735209903,19.648473849876915,127.96073277994297
235.22574412895293,19.83336141259341,226.29763587588434
238.5091135580208,19.83336141259341,101.65777467304258
235.83914863305014,19.999877793512315,222.058431812297
237.9459686602399,19.999877793512315,63.477475301233234
233.96845611829184,19.103000383729363,158.71925191540248
240.06328922435762,19.103000383729363,54.072842782572295
228.8560188174947,10.773294020064798,170.759921520076
245.3404323417847,10.773294020064798,171.4927878292291
233.87964055965844,19.059039089381503,107.1234965332973
240.1095564044754,19.059039089381503,100.46416313295599
236.85811545644745,20.110378897041578,173.79417340775368
237.0957899840295,20.110378897041578,76.31245308654381
231.82959906808367,16.84459582306193,88.65407729906552
242.45291498043784,16.84459582306193,301.8537548881001
229.04760227974654,11.455116745900618,310.3762649433251
245.1001641360966,11.455116745900618,64.18780014426748
233.03146425773582,18.114582317373213,220.00334537900346
241.4367578569193,18.114582317373213,75.29581257429864
231.12823241269075,15.539120072996573,89.7338050325685
243.43248137872547,15.539120072996573,30.805823515160874
235.95846382922986,19.95283605946336,193.3085991716408
238.32285974159146,19.95283605946336,228.42961603749924
234.23044593248665,19.316084287596816,89.33921634832288
239.67645448805231,19.316084287596816,246.53627447018368
235.55212080744863,19.924535842697892,315.02649627220546
238.2474276515841,19.924535842697892,154.32997735439707
230.31295148186143,14.101087958065078,112.71798150664314
244.16223905683893,14.101087958065078,64.42662790543234
227.825611655593,6.768322045248738,75.61546504144309
246.25252604804277,6.768322045248738,313.20024435779476
231.1267138617657,15.335992764157153,159.04524354879683
243.63105840624982,15.335992764157153,136.3498181313312
236.07722127427164,20.024033739027985,347.79747932439903
237.89387533161292,20.024033739027985,20.952937895703833
234.5973017522047,19.456313191366384,60.706384030254966
239.5149629264684,19.456313191366384,86.45186102460762
231.30391868125676,15.820316748566913,73.35633461602045
243.26630043369664,15.820316748566913,198.7383437141838
231.52063408399113,16.50113287180376,182.62141970124847
242.6575145454567,16.50113287180376,120.0376068106629
229.601321905519,12.851213487237791,101.45890846987453
244.60545807107732,12.851213487237791,30.737265163663594
236.09121004976032,20.002137323742925,318.00344202523956
238.06578380505624,20.002137323742925,341.0019957636077
235.26834687125822,19.84398321425136,330.39080802092036
238.4862145505744,19.84398321425136,43.748830614747455
233.31392677287164,18.39014022929157,322.74746713789017
241.14212481950528,18.39014022929157,60.454727977376265
228.57046355935165,9.50259994075806,136.13638522168893
245.75292350892062,9.50259994075806,124.86562476270876
229.32018936024554,11.727138016577916,3.2378498536789335
245.12297928389088,11.727138016577916,152.16415361365804
229.3799409558245,11.309145244478533,31.465855026890384
245.39653674494173,11.309145244478533,174.27053428489327
229.7462809302691,12.947572484470415,281.7257365151515
244.63619092957174,12.947572484470415,347.2414470498207
232.60591499334706,17.680760908298947,98.54521952957866
241.8383908999869,17.680760908298947,241.24078816914894
231.66358456850722,16.72178171686704,276.5260209797674
242.48995486588882,16.72178171686704,243.27770985089504
232.53203546946307,17.427194401350196,312.01552425406356
242.16356859772725,17.427194401350196,16.598885272540578
234.24265846153511,19.286508469893782,310.46079516806884
239.76958767299908,19.286508469893782,216.30522025467553
235.98560085108394,19.996713320663762,20.016927644020353
238.04797097181137,19.996713320663762,274.6341611935553
228.49601764692574,9.914376599599194,33.42367412608897
245.5235519245262,9.914376599599194,357.66149753003043
231.06212095992856,15.407496225595901,312.57751065344917
243.5170233968739,15.407496225595901,171.7769705712222
232.87967349039636,18.264234254113628,192.2318356122596
241.06077417685333,18.264234254113628,153.2994756575589
231.60757474956407,16.779301932141838,59.715925632257246
242.37834945618928,16.779301932141838,92.93406059729583
236.56507420182913,20.037760212032023,355.25049906514374
238.00485547562465,20.037760212032023,253.31990934978563
237.11195238892952,20.098817755589437,263.6992106071805
237.2581048476737,20.098817755589437,186.2623866652399
